MES_SCORE	ADRN_SCORE	AM_RATIO	CLASS	COLOR	SAMPLE
0.560890335762691	0.806209362107876	1.43737431491239	Adrenergic	Red	PASIUJ
0.590776814981199	0.795041727957912	1.3457564816304	Adrenergic	Red	PASKIS
0.646902485166491	0.785610113414757	1.21441814095453	Adrenergic	Red	PASBHS
0.617550584200841	0.791102367958295	1.28103249870947	Adrenergic	Red	PATNXJ
0.603800585602609	0.791980110491943	1.3116584007641	Adrenergic	Red	PATTNX
0.670152770286106	0.767895047028552	1.14585073893034	Adrenergic	Red	PATVKI
0.61801630760846	0.780722635755116	1.2632719009896	Adrenergic	Red	PAUNST
0.64886753965041	0.78935122518603	1.21650595375954	Adrenergic	Red	PAVBLZ
0.614799306068758	0.799482398432222	1.30039573978115	Adrenergic	Red	PARXPD
0.659215951895807	0.79120493596163	1.20022116225532	Adrenergic	Red	PATSRY
0.638489634205831	0.787273961083453	1.23302543832632	Adrenergic	Red	PAVFNX
0.653157622646291	0.776676814660067	1.18911084817985	Adrenergic	Red	PASUCU
0.595962235248074	0.80234816341883	1.34630705766926	Adrenergic	Red	PAVIZV
0.677772108404889	0.7782861590394	1.14830065945184	Adrenergic	Red	PAVBLT
0.740585221327957	0.735847112882901	0.993602210375519	Slight Mesenchymal	Gray	PAUTFT
0.665551046223581	0.792657358782576	1.19097905905221	Adrenergic	Red	PASMGS
0.668567090299653	0.76873730253039	1.14982821273156	Adrenergic	Red	PAULZB
0.613869765658029	0.792490704493946	1.29097529936899	Adrenergic	Red	PAVHGP
0.588179955614417	0.813751928577931	1.38350843276847	Adrenergic	Red	PAUPNR
0.561530551253685	0.791043971576834	1.4087282870197	Adrenergic	Red	PASXIE
0.700139952519314	0.766701814300705	1.09506936654862	Slight Adrenergic	Gray	PATPFG
0.638076953700163	0.802105743568612	1.25706741000009	Adrenergic	Red	PATVRG
0.737165468061557	0.709790797209432	0.962864957681605	Slight Mesenchymal	Gray	PATDKL
0.653190480088726	0.789280101388097	1.20834599622592	Adrenergic	Red	PASWMY
0.625102973878894	0.754688929962674	1.20730337480187	Adrenergic	Red	PATAAV
0.618828660212553	0.782343659410742	1.26423307404997	Adrenergic	Red	PASZKE
0.619810458535141	0.816006927308184	1.31654268828689	Adrenergic	Red	PASSWW
0.698076886415298	0.771580008433036	1.10529373404008	Adrenergic	Red	PAUVPT
0.584742147575894	0.758567647566159	1.29726863492032	Adrenergic	Red	PATUWG
0.61264226543655	0.788368818368687	1.28683387165089	Adrenergic	Red	PATLFX
0.698703644933281	0.743449123874597	1.06404071206125	Slight Adrenergic	Gray	PATSUL
0.58526248386565	0.793267076898751	1.35540394056908	Adrenergic	Red	PASTWY
0.60896604469285	0.847528545349132	1.39175008645451	Adrenergic	Red	PAUKLK
0.767239111346359	0.69181459418408	0.901693597150016	Slight Mesenchymal	Gray	PATLSY
0.692442339674184	0.77153044637595	1.11421616237242	Adrenergic	Red	PAVFAP
0.622066744343305	0.7718688459198	1.24081355085882	Adrenergic	Red	PASRTR
0.640933981211823	0.777626130194583	1.21327024777858	Adrenergic	Red	PATLBP
0.740655421870497	0.727443723856389	0.98216215310928	Slight Mesenchymal	Gray	PATDCJ
0.737293533588044	0.716295255698289	0.971519785630607	Slight Mesenchymal	Gray	PASKZT
0.619445326000778	0.793010582023258	1.28019463338765	Adrenergic	Red	PASZRF
0.609106557919373	0.782857248098973	1.28525499835876	Adrenergic	Red	PATBMM
0.608020804480275	0.783690968745059	1.28892130494604	Adrenergic	Red	PATDWR
0.624815779646553	0.77041402734987	1.23302588130165	Adrenergic	Red	PASCDX
0.613421424173882	0.765602015783194	1.24808489826429	Adrenergic	Red	PATCFL
0.584723083530796	0.746790145565708	1.27716891396913	Adrenergic	Red	PATTCU
0.615599995962908	0.792502383770238	1.2873658040407	Adrenergic	Red	PATBHY
0.645050581397305	0.772403696880256	1.19743120796369	Adrenergic	Red	PAUVML
0.628414510653998	0.784705268970738	1.24870647584838	Adrenergic	Red	PASFCG
0.591925367627681	0.822312538631452	1.38921658642054	Adrenergic	Red	PASCWD
0.614549454936522	0.77715716233116	1.26459661804018	Adrenergic	Red	PAUXGR
0.610861235058555	0.785322623536796	1.28559905010427	Adrenergic	Red	PASDYT
0.629207911354433	0.763888606057412	1.2140479995127	Adrenergic	Red	PAUNTY
0.722381749653203	0.746227294289014	1.03300961665665	Slight Adrenergic	Gray	PATGIW
0.674552527612027	0.795793394201329	1.17973524911174	Adrenergic	Red	PASNHY
0.63071217665417	0.809637678902555	1.28368804166356	Adrenergic	Red	PASMIU
0.660472721033585	0.745811482106151	1.1292086082511	Adrenergic	Red	PASJTA
0.61821659222344	0.787525514726669	1.27386667493718	Adrenergic	Red	PASUEZ
0.65721916138387	0.797585713909239	1.21357647611766	Adrenergic	Red	PAURJG
0.651657170155574	0.784026223868368	1.20312682768639	Adrenergic	Red	PAUEXM
0.709139527503249	0.76295007139332	1.07588146169137	Slight Adrenergic	Gray	PASNUI
0.722186174978777	0.740387506408628	1.02520310144456	Slight Adrenergic	Gray	PAVJEG
0.721153128017306	0.709402835608496	0.983706244967536	Slight Mesenchymal	Gray	PASKWI
0.59248226202745	0.813588867912776	1.37318687842014	Adrenergic	Red	PARYRJ
0.619150506150397	0.763525500352175	1.23318238904372	Adrenergic	Red	PATNWM
0.624829348761005	0.765818082394599	1.22564358398524	Adrenergic	Red	PATUPN
0.736794616313664	0.731566957590452	0.992904863027681	Slight Mesenchymal	Gray	PAUKYI
0.616852728008783	0.805432839968759	1.30571334679627	Adrenergic	Red	PARZBH
0.622361452052244	0.782194224567927	1.25681663282427	Adrenergic	Red	PASUVU
0.633194427467476	0.804287222751949	1.27020578176718	Adrenergic	Red	PATXTF
0.611352414573453	0.780513157453415	1.27669923083233	Adrenergic	Red	PAUIRD
0.670256949685499	0.785625835517458	1.1721263552524	Adrenergic	Red	PASFEV
0.600456752092279	0.77795180232196	1.29560005714184	Adrenergic	Red	PAUWBU
